,book,author,price
10812,ราชินีสาวแม่บ้าน,Sharon Kendrick,161.10 บาท
10813,ทัณฑ์รักอสูรเถื่อน (TT),รุจินภา,261.00 บาท
10814,"Kiss Me, Cosine หนุ่มฮอต หล่อร้ายสะกิตหัวใจยัยตัวแสบ",Rannie So,144.00 บาท
10815,เจ้าสาวแสนชัง,ละอองดาว,243.00 บาท
10816,รักร้อน ซ่อนรักแค้น,เตอกีลาร์,214.20 บาท
10817,ดาวหลงทราย(J),พรจากฟ้า,161.10 บาท
10818,กลลวงอสูร (v),รมย์ธีรา,252.00 บาท
10819,เพลิงรักนาคราช ภาค มณีมรกต (TT),วรัทชิยา,216.00 บาท
10820,ระเริงทราย (J),บุหลัน,188.10 บาท
10821,มอบตัวเธอให้ฉัน,กองบรรณาธิการ,134.10 บาท
10822,อาญารักเจ้าพ่อจอมเถื่อน ( i ),เม็ดแตงโม,232.20 บาท
10823,เจ้าสาวสวมรอย,จันทร์ใจ,112.50 บาท
10824,หนุ่มลึกลับกับสาวจอมจุ้น,Leslie Kelly,188.10 บาท
10825,เจ้าสาวสีเลือด(TT),กันเหงา,225.00 บาท
10826,เจ้าหญิงวุ่นวาย กับเจ้าชายเย็นชา ล.3,"Eun-A In, Jae-Soon Lee",202.50 บาท
10827,เสน่หาวิวาห์ป่วน(J),มัฑศิกาญจน,242.10 บาท
10828,สงครามพิศวาสคนทมิฬ,ผู้หญิงผมบลอนด์,261.00 บาท
10829,เกมแค้นหักเหลี่ยมรัก (m),มักเน่,233.10 บาท
10830,ลิขิตรักพิศวาสร้อน,my darling,233.10 บาท
10831,เจ้าหญิงบำเรอรัก,Natalie Anderson,152.10 บาท
10832,ยอดสวาทยาหยี (J)R.,Acacia,143.10 บาท
10833,ทาสรัก...หัวใจลวง,บุษบาฮาวาย,234.00 บาท
10834,เพลิงกามเทพ,กองบรรณาธิการ,161.10 บาท
10835,เกมร้อนอ้อนรัก(TT),Nefertiti,225.00 บาท
10836,ร้อนรักอิตาเลี่ยน (V),ริมเมย,225.00 บาท
10837,เมียบำเรอหัวใจเถื่อน (W),ไพนารี,188.10 บาท
10838,อุบายนางฟ้า,รมณีย์กร,288.00 บาท
10839,แรงรักแรงเสน่หา (TT),Reenrin,207.00 บาท
10840,รักร้อนซ่อนเสน่หา,ศิริภักดิ์,112.50 บาท
10841,ฮันเตอร์หนุ่มพ่ายเสน่ห์,Diana Palmer,170.10 บาท
10842,ไฟรักพิศวาสร้อน(V),ปลายทางฝัน,243.00 บาท
10843,คาเฟ่ เดอ ความรัก The Waitress,Melissa Nathan,268.20 บาท
10844,เจ้าหัวใจทะเลทราย(a),พาสเวิร์ด,225.00 บาท
10845,น้ำค้างกลางไฟ(v),เมฆินทร์,225.00 บาท
10846,วิวาห์สลักรัก (TT),ไพนารี,225.00 บาท
10847,รอยซาตาน,จันทร์ใจ,112.50 บาท
10848,สาวใช้ราชินีบัลลังก์ชีค,Carol Marinelli,170.10 บาท
10849,ดวงใจ...ภารดา R.,ตะวันยาดา,229.50 บาท
10850,โคโยตี้ที่รัก,ประวาชิณี,216.00 บาท
10851,เจ้าชายอเล็กซานโดรส,Sandra Marton,188.10 บาท
10852,พยศรักพยัคฆ์ร้าย(J),เทียนหอม,170.10 บาท
10853,ยอดดวงใจไฟปรารถนา (TT),ชินารมย์,270.00 บาท
10854,รอยรัก...เล่ห์ร้าย,อณิมา,206.10 บาท
10855,กำแพงแห่งรัก,มักเน,170.10 บาท
10856,ยิ่งเกลียด (เธอ) ยิ่งเจอรัก (ปกใหม่),คีตภา,215.10 บาท
10857,บำเรอรักเจ้าทะเลทราย,กันติมา,170.10 บาท
10858,อุ่นรัก...ละลายใจ,ยาใจ,162.00 บาท
10859,บำเรอเชอภักดิ์,ปานไพลิน,189.00 บาท
10860,เดิมพัน...เสน่หา,T-rex,166.50 บาท
10861,The Sixth Sense : มายาร้อยใจ,เก้าแต้ม,234.00 บาท
10862,ละอองทรายกรุ่นไอรัก,เพทายสีฟ้า,89.10 บาท
10863,กลกุหลาบ,มอร์นิ่งกลอรี่,193.50 บาท
10864,เสน่หา สายใยรัก,ช่อเอื้อง,161.10 บาท
10865,เมียจำเลย,ธุวดารา,234.00 บาท
10866,แรงรัก,พราวพรรณ,89.10 บาท
10867,พิษรักพรางเสน่หา,นิสรีน,265.50 บาท
10868,หนี้รัก...ล้นใจ,วรน์นัญญ์,216.00 บาท
10869,บ่วงปรารถนา,ขวัญข้าว,225.00 บาท
10870,เมียนอกหัวใจ,ชลาลัย,198.00 บาท
10871,เพลิงรักอสูร,คีตะธารา,225.00 บาท
10872,ปรารถนารักเหนือผืนทราย,ประวาชิณี,225.00 บาท
10873,เลห์...พรายรัก,ว่านแก้ว,211.50 บาท
10874,ฟาร์มรัก...ซาตาน,วายูน,162.00 บาท
10875,เมียเถื่อน,ละอองดาว,216.00 บาท
10876,มา(ร)ยา,ลีฬวรา,225.00 บาท
10877,คู่ปรับ คู่สิเน่หา,วัฒน์นันท์,225.00 บาท
10878,บ่วงแค้น แรงพิศวาส,กรวรินทร์,268.20 บาท
10879,ซ่อนรักในเงาใจ,กระดิ่งเสียงใส,207.00 บาท
10880,สืบเสน่หาพายุรัก,ธัณย์สิตา,134.10 บาท
10881,เล่ห์รักเชิงตะวัน,การัณยภาส,188.10 บาท
10882,จุมพิตสะกิดรัก,เพชรชมพู,143.10 บาท
10883,คู่แค้นแสนสวาท (159.-),ศักย์ศรณ์,143.10 บาท
10884,ตะวันซ่อนแสง,อัปสรา,193.50 บาท
10885,เสน่หารักยิปซี (m),อดามาส,116.10 บาท
10886,วังวนอสูร (v),รมย์ธีรา,225.00 บาท
10887,ดวงใจรักในรอยทราย,การะเกด,89.10 บาท
10888,ใต้ปีกกามเทพ,ทองหลาง,306.00 บาท
10889,รอยรัก(G),อัณศยา,234.00 บาท
10890,เมียเจ้าพ่อ,อาเธน่า,306.00 บาท
10891,เลห์รัก ร้อยมายา,พัณพัสรา,215.10 บาท
10892,หย่อนกฎนี้...เพื่อที่รัก,Susan Anderson,251.10 บาท
10893,มณีใจไฟพิศวาส,นริน,89.10 บาท
10894,มารพิสมัย,ชอุ่ม ปัญจพรรค์,540.00 บาท
10895,เขียนไว้ในใจเธอ,นันทนา วีระชน,225.00 บาท
10896,ฟ้าเปลี่ยนสี,เพ็ญแข วงศ์สง่า,315.00 บาท
10897,หนี้รักธารา,ม่านไหม,292.50 บาท
10898,ปาฏิหาริย์รักข้ามจักรวาล,ธิตินัดดา,143.10 บาท
10899,สุดรอยทรายพ่ายกลรัก,ชลิมา,89.10 บาท
10900,ไฟรักดวงตะวัน,ขวัญข้าว,238.50 บาท
10901,ทะเลใจในม่านหมอก,อิสรียา,184.50 บาท
10902,บัลลังก์รักอหังการ,Melanie Milburne,170.10 บาท
10903,ขยี้รักเจ้าสาวจำยอม(99-.),ธีรสา,89.10 บาท
10904,ดั่งศิลาร้าว,มาชาวีร์,202.50 บาท
10905,มหาเศรษฐีจองรัก,Helen Brooks,152.10 บาท
10906,ยอดเสน่หาชีคเถื่อน พยัคฆ์ร้ายทะเลทราย,ปวารตี,143.10 บาท
10907,หวานดำรง,พราวพิชชา,215.10 บาท
10908,ไฟสวาทฤาหวาน,กวันทิพย์,152.10 บาท
10909,หลงเสน่ห์เร่รักมาร ชุดบุพเพเร่รัก (99.-),รวิอาภา,89.10 บาท
10910,เสน่หาคู่กัด,พราวนภา,268.20 บาท
10911,ภารกิจลับ รักอันตราย,ไอดิน,238.50 บาท
10912,จอมโจรไฟมาร,โมเหนีย,178.20 บาท
10913,รักอันตราย,เริงลม,225.00 บาท
10914,เกมร่ายรัก,รมย์นลิน,207.00 บาท
10915,ปราบหัวใจมหาเศรษฐี,Ann Major (แอน เมเยอร์),143.10 บาท
10916,บำเรอแค้นอสูร (99.-),ปิ่นวารี,89.10 บาท
10917,บำเรอรักอสูร (v),ปนัสยา,225.00 บาท
10918,บ่วงนางฟ้า,เวฬุฬี,215.10 บาท
10919,ยอดรักเจ้าทะเลทราย,ไอริณ,279.00 บาท
10920,อุบายร้าย พ่ายรัก,มณิการ์,280.25 บาท
10921,กามเทพปีกหัก,นภาสรร,234.00 บาท
10922,อุบัติรักผ่ากาลเวลา,การะเกด,134.10 บาท
10923,ภรรยาอสูร,กานจ์แก้ว,197.10 บาท
10924,กำราบรักมาเฟีย(99.-),ปวริศา,89.10 บาท
10925,ชีคทะเลทรายเจ้าหัวใจ,barbara Mcmahon,152.10 บาท
10926,ซาตานกระชากรัก ต.พนันรักซาตาน,กรกวี,215.10 บาท
10927,วิวาห์รักร้อยใจ,เตพิชา,269.10 บาท
10928,เสน่ห์แม่มดสาว,Katherine Garbera,152.10 บาท
10929,วิวาห์พ่ายสวาท (99.-),ธีรสา,89.10 บาท
10930,สลักรักไว้ที่ปลายฟ้า,ชุติกานต์,260.10 บาท
10931,เมียใหม่,มันตา,198.00 บาท
10932,เมนูรัก สุนัขไม่ได้รับ'ทาน,พริกเผ็ด,166.50 บาท
10933,ร้ายกว่ารัก,สิรินรชา นาถธีรธาดา,270.00 บาท
10934,ทาสรักราชัน(159.-),กานต์ระวี,143.10 บาท
10935,สาปรักซาตาน,นริน,89.10 บาท
10936,เงาสีเพลิง,สราวลี,247.50 บาท
10937,มนต์ทรายไอยคุปต์ Chapterเงาปฏิญญา (Boy's love),กองบรรณาธิการ,162.00 บาท
10938,ยอดชายหัวใจเหล็กกล้า,Brenda Jackson,215.10 บาท
10939,แค้นรักเจ้าทะเลทราย,กนิษวิญา (กรรัมภา),89.10 บาท
10940,เล่ห์รักหักเหลี่ยมจอมมาร (v),อิงทราย,225.00 บาท
10941,รหัสรักเจ้าพ่อแดนเถื่อน,ทรายสีเงิน,178.20 บาท
10942,จอมลวงบ่วงบาป Tempting Sin,นรีสูร,134.10 บาท
10943,เหยี่ยวสีน้ำเงิน,เจเนต เดลีย์,243.00 บาท
10944,ศิลารัก (g),สรัน,225.00 บาท
10945,แรงรักบ่วงปรารถนา (ช่อเอื้อง),ช่อเอื้อง,288.00 บาท
10946,ดาวกลางใจ,ดินสอสีชมพู,178.20 บาท
10947,บ่วงพิศวาสซาตาน(149.-),ช่อวิรุณ,134.10 บาท
10948,พนันเจ้าสาว เดิมพันหัวใจ,bronwyn jameson,170.10 บาท
10949,ซาตานกระชากรัก ต.กระชากรักซาตานร้าย,แพรพริมา,206.10 บาท
10950,จุมพิตจำเลยนางโจร(99.-),กมลอมเรศ,89.10 บาท
10951,เขาคนนี้...ที่รอคอย,Kristan Higgins,278.10 บาท
10952,แผนรักหักเหลี่ยมเจ้าพ่อ,เพลงใบไม้,225.00 บาท
10953,ยอดหวานใจ,กานจ์แก้ว,251.10 บาท
10954,ศัตรูหัวใจไฟเสน่หา,ฟ้ารดา,234.00 บาท
10955,ทาสรักวิวาห์ซาตาน (99.-),ล้อมเดือน,89.10 บาท
10956,สิเน่หาอำพรางใจ,ชั่วโมงแก้ว,355.50 บาท
10957,ชีคร้ายบัญชารัก(159.-),ชนกหมาย,143.10 บาท
10958,เงาเสน่หามายารัก,จิตติมนต์,89.10 บาท
10959,กามเทพสั่งรัก,ณิชภัคร,125.10 บาท
10960,ลิขิตรักใต้เงาทราย : ดั่งแสงตะวัน,tom-pham,193.50 บาท
10961,วายร้าย ยอดรัก,baiboau (ใบบัว),225.00 บาท
10962,ปล้นรักโรมิโอ,นิมมานรดี,206.10 บาท
10963,เทพบุตรหัวใจหินชุด เทพบุตรทะเลทราย(99.-),สิตทิรา,89.10 บาท
10964,บ่วงบุพเพ,รตา,243.00 บาท
10965,ทายาทบัลลังก์อสูร,ซ่อนกลิ่น,243.00 บาท
10966,เล่ห์รักลวงใจ,จันทร์กระจ่าง,197.10 บาท
10967,จุมพิตไม่ปรารถนา,พลิ้วอ่อน,202.50 บาท
10968,ปิ๊งรัก...นายซูเปอร์สตาร์,ฝันหวาน,243.00 บาท
10969,เกาะพิศวาส เกินห้ามใจ (99.-),อนุรดี,89.10 บาท
10970,แสงอรุณแห่งดวงใจ,อัคนี,193.50 บาท
10971,พ่ายเพลิงปรารถนา,บุษบาพาฝัน,288.00 บาท
10972,เกมรักคาสโนวี่ (g),กีรตยา,225.00 บาท
10973,เทพบุตรหัวใจมหากาฬ (i),เอ็กค์ฮาร์ท โทลเลอ,250.20 บาท
10974,รตีร้ายรัก,ปาริดา,247.50 บาท
10975,อสรพิษโสเภณี (99.-),อุรวี,89.10 บาท
10976,เพลิงแค้นพรางรัก,จอมนางค์,175.50 บาท
10977,ม่านมนตรา,ศิ'มนตรา,270.00 บาท
10978,กุหลาบรักจากซาตาน,กุหลาบรักแห่งซาตาน,153.00 บาท
10979,บุพเพลวงรัก,กนกรวี,206.10 บาท
10980,ราชินีเทฟนัส,จิ้งจอกทมิฬ,225.00 บาท
10981,จุมพิตยั่วสวาท(99.-),ขวัญระมิงค์,89.10 บาท
10982,ดวงใจเจ้าทะเลทราย,ไอริณ,279.00 บาท
10983,เพียงเส้นขอบฟ้า,น้ำเพชร,162.00 บาท
10984,พิศวาสจอมพยัคฆ์,ฟ้ารดา,198.00 บาท
10985,เล่ห์ร้ายกามเทพ,ชมพูริมธาร,207.00 บาท
10986,สุดหัวใจเจ้าภูผา,อุมารตี,198.00 บาท
10987,เมียเก็บจอมมาร ชุด Mistress by Marriage,ชินณิตา,225.00 บาท
10988,สายลับรุกฆาต,อุมาริการ์,234.00 บาท
10989,มาสคอตสื่อรัก,ธารใส,207.00 บาท
10990,สยบรักเทพบุตรไฟแรงสูง,จันทร์กระจ่าง,197.10 บาท
10991,เล่ห์รักแรงริษยา,มาธวี,234.00 บาท
10992,ลุ้นรัก ข้ามขอบฟ้า,อณัญชญา,274.50 บาท
10993,สะดุดรักคุณนักสืบ,ชาครียา,243.00 บาท
10994,คมน้ำค้าง,กุลบดี,198.00 บาท
10995,รอยรักเพลิงทราย,โชติรส,242.10 บาท
10996,โซ่สวาทอสูรร้าย,อัญชีรา,238.50 บาท
10997,ข่าวร้อนซ่อนรัก,ไอจันทร์,206.10 บาท
10998,เล่ห์ลายรัก,ญาณา,225.00 บาท
10999,จอมใจยอดเสน่หา,กนิษวิญา (กรรัมภา),89.10 บาท
11000,Free for Love ลุ้นหัวใจให้วุ่นรัก,minemomo,161.10 บาท
11001,ยอดร้ายทรายเสน่หา,นริน,89.10 บาท
11002,กุหลาบอนาโตเลีย,Sweet Dreamer,206.10 บาท
11003,ปรารถนาแห่งรัก,อัญญาณี,224.10 บาท
11004,เล่ห์รักรัญจวนใจ,ญาณนันต์,162.00 บาท
11005,บุพเพเสน่หา,ดารินทร์,270.00 บาท
11006,สาปจันทร์อาบทราย,รมย์นลิน,216.00 บาท
11007,กุหลาบสองเงา (เดวิล อิน เลิฟ &amp; อักษรา),เดวิล อิน เลิฟ และ อักษรา,269.10 บาท
11008,ยอดดวงใจไฟปรารถนา (TT),ชินารมย์,270.00 บาท
11009,พายุรักซาตานร้าย,อัปสรา,216.00 บาท
11010,พิศวาสร้อนซาตานร้าย (TT),แสงตะวัน,225.00 บาท
11011,เร้นสิเน่หา,รวิอร,112.50 บาท
11012,หน้ากากไฟ ภาค 1 : เชื้อไฟ (TT),คนแซ่หว่อง,270.00 บาท
11013,บัลลังก์เจ้าทะเลทราย,เมวิษา,152.10 บาท
11014,ซาตานไร้รัก(TT),นวมินตรา,261.00 บาท
11015,หมายลับจับรัก(TT),Nefertiti,234.00 บาท
11016,บัญชารักซาตาน (Wj),พราวนภา,197.10 บาท
11017,พันธนาการเถื่อน,กาญจนวณิช,234.00 บาท
11018,อาญาพิศวาส (TT),ชินารมย์,225.00 บาท
11019,เหลี่ยมรักทรชน,อักษรา,198.00 บาท
11020,เหยื่อสวาททาสหัวใจรัก(TT),นวมินตรา,261.00 บาท
11021,อ้อมกอดมายา,ปานไพลิน,234.00 บาท
11022,หนี้รักชีคทมิฬ (v),บัวบุษบา,225.00 บาท
11023,หลุมพรางร่ายรัก (W),รีณาวดี,125.10 บาท
11024,บำเรอรักหนุ่มคาสโนว่า,ธัญเรศ,134.10 บาท
11025,ศัตรูสุดที่รัก (v),marlboro,225.00 บาท
11026,สเตปส์,จิตติ พัวสุทธิ,112.50 บาท
11027,เมียรับจ้าง,เกษวดี,161.10 บาท
11028,บ่วงรักกุมภัณฑ์,ชรัญญา,225.00 บาท
11029,กรงรัตติกาล(v),ศิริพรรณพิษ,234.00 บาท
11030,เล่ห์เสน่หาอสูร (W),ฬุศิภา,224.10 บาท
11031,บำเรอสวาท อาญาเถื่อน,ชุติวรรณ,270.00 บาท
11032,เทพบุตรรักร้าย (V),รุจินภา,225.00 บาท
11033,คู่พิศวาส,มัทศิกาญจน,170.10 บาท
11034,รักร้ายพญามาร(TT),รักตาภา,225.00 บาท
11035,เจ้าสาวกาสิโน,ดารินทรา,234.00 บาท
11036,อสูรเผด็จรัก,อัคนียา,287.10 บาท
11037,เผลอใจรักซาตาน (W),พราวนภา,215.10 บาท
11038,อาญารักเสน่หา,หมึกทิพย์,234.00 บาท
11039,น้ำค้างกลางเพลิง (TT),ลีลาวลี,270.00 บาท
11040,ชายาชีค,การะเกด,189.00 บาท
11041,เขยบ้านนอก,เพ็ญแข วงศ์สง่า,288.00 บาท
11042,เล่ห์รัก พิศวาส,วาซาบิ,242.25 บาท
11043,มัจจุราชไม่ยอมให้ตาย,ธิตินัดดา,135.00 บาท
11044,กรงรักพายุทราย,เวฬุฬี,161.10 บาท
11045,เล่ห์ลวงกามเทพ,ชุติกานต์,206.10 บาท
11046,ด้วยใจสิเน่หา,ปริณาห์,175.50 บาท
11047,ซาตานกระชากรัก ต.เล่ห์รักซาตานเจ้าเสน่ห์,ลาฌีนุส,215.10 บาท
11048,ฝากรักไว้ในสายหมอก,พิริตา,215.10 บาท
11049,ยอดเสน่หาพยัคฆ์ทะเลทราย (159.-),สุขุมาล,143.10 บาท
11050,วิวาห์จัดฉาก,รษา,232.20 บาท
11051,เทพบุตรสุดป่วน,ชลาลัย,90.00 บาท
11052,เพลิงแค้นอสูร,กระดาษทรายแก้ว,161.10 บาท
11053,ละอองร้าย...ละอายรัก,เกตุวดี,90.00 บาท
11054,เล่ห์รักสุภาพบุรุษ,เกศวริน,170.10 บาท
11055,มายารักในเพลิงทราย,ธัณย์สิตา,89.10 บาท
11056,มนต์เสน่ห์แห่งเฮซาร์,จิ้งจอกทมิฬ,234.00 บาท
11057,เพลิงพิศวาส ทาสรักอสูร,มัฑศิกาญจน,170.10 บาท
11058,โอบรักเจ้าทะเลทราย,พิงค์คิวา,198.00 บาท
11059,พิษพรางใจ,ธีรตี,224.10 บาท
11060,เพลิงรักไฟปรารถนา (v),พิมพ์ชนก,261.00 บาท
11061,รอยแค้นแผนรัก,เปลวไฟ,215.10 บาท
11062,เกลียดนักดันรักเธอ,ดารานิล,251.10 บาท
11063,วิวาห์บำเรอรัก,อัยยา,310.50 บาท
11064,เล่ห์รักกามเทพร้าย,ณุตตา,89.10 บาท
11065,ลิขิตรักผ่ากาลเวลา,การะเกด,134.10 บาท
11066,สาวใช้คนใหม่,กาญจนา นาคนันทน์,315.00 บาท
11067,ลิขิตรักชีคร้าย(99.-),เมธาวดี,89.10 บาท
11068,ซาตานกระชากรัก ต.ซาตานหว่านรัก,กานจ์แก้ว,197.10 บาท
11069,กุหลาบทรายในมือมาร,ทรายสีเงิน,178.20 บาท
11070,รักเกินร้อย,นภาสรร,270.00 บาท
11071,พลีใจรัก,เกศวริน,260.10 บาท
11072,เมืองริษยา,สุทิวรา,234.00 บาท
11073,วิวาห์ซ่อนรักหัวใจอลเวง,อณุนาคินทร์,89.10 บาท
11074,ไฟรักเจ้าทะเลทราย,รินรณา,351.00 บาท
11075,ชีคร้ายหัวใจทะนง(159.-),สุขุมาล,143.10 บาท
11076,นางบำเรออ้อนรัก,พิมพ์ฝัน,225.00 บาท
11077,วิวาห์ซ่อนรัก,ต้องมนต์,229.50 บาท
11078,มนต์ทรายไอยคุปต์ Chapter มนตราธาราไนล์ (Boy's Love 28),กองบรรณาธิการ,198.00 บาท
11079,ร้อยรักพันพิศวาส (159.-),อินภัค,143.10 บาท
11080,ระบำเงา,กุลธิดา,243.00 บาท
11081,เล่ห์รักเหลี่ยมร้าย,Amata,162.00 บาท
11082,แลกรักซาตาน,พณิตพิชา,134.10 บาท
11083,จุมพิตเพลิงตะวัน,เจนิส,157.50 บาท
11084,พิศวาสแสนชัง (g),พรลภัส,216.00 บาท
11085,หนี้สวาทคืนเดียว (99.-),อันธิตา,89.10 บาท
11086,รักเริงใจ,ญาลิลดา,220.50 บาท
11087,พิศวาสร้ายทรายร้อน(149.-),ณดา,134.10 บาท
11088,บัลลังก์รักราคีลวง,ธัณย์สิตา,134.10 บาท
11089,ซาตานเสน่ห์ร้าย(99.-),เวฬุฬี,89.10 บาท
11090,น้ำค้างกลางแสงตะวัน,จินดาวรรษ,270.00 บาท
11091,อุ่นรัก กรุ่นหัวใจ,สิตาลัย,328.50 บาท
11092,มนต์รักแดนทะเลทราย,กานจ์แก้ว,89.10 บาท
11093,โองการปรารถนา ซีรีย์เล่ห์รักเทพบุตรซาตาน,Lalanda / สุธาสินี,256.50 บาท
11094,กระดังงาซ่อนกลิ่น,ปรุงจันทร์,256.50 บาท
11095,อุบายเสน่หา(159.-),สุพรรณิการ์,143.10 บาท
11096,เงาลวงบ่วงราคี,ขวัญข้าว,89.10 บาท
11097,ยุทธการร้ายร้อยมายา,จอแก้ว,292.50 บาท
11098,เจ้าดอกเดหลี,พราวดาว,175.50 บาท
11099,โสเภณีขัดดอก (99.-),อชินี,89.10 บาท
11100,โชคชะตาพาให้รัก,พรีน,247.50 บาท
11101,รอยรักอสูร (99.-),ธีรสา,89.10 บาท
11102,รักสามฤดู,ลัลน์ชนา,166.50 บาท
11103,นิทานจันทรา มนตรารัตติกาล,มุกเรียง,207.00 บาท
11104,ในกรงเพลิง,ปุณณารมย์,268.20 บาท
11105,จอมใจซาตาน,กลิ่นเอื้อง,224.10 บาท
11106,สะดุดเล่ห์เสน่ห์รัก (ล.1-2),รัตนรัตน์,387.00 บาท
11107,ทาสรักชีค(149.-),ร้อยจันทร์,134.10 บาท
11108,นางร้ายยอดรัก,ธัณปัณณ์,197.10 บาท
11109,ภรรยาทาสจอมทมิฬชุด พยศรักนางนกต่อ(99.-),รวิอร,89.10 บาท
11110,พ่ายใจรัก,ฐิญาดา,252.00 บาท
11111,สามีหัวใจเถื่อน,คีตะธารา,238.50 บาท
11112,วิวาห์ร้ายวิวาทรัก,รัตนาเพทาย,178.20 บาท
11113,บุษบาร้อยรัก,ทักษาวารี,193.50 บาท
11114,สายลับล่าหัวใจ,อิสย่าห์,243.00 บาท
11115,บัญชาสวาทซาตาน (99.-),บุหงารายา,89.10 บาท
11116,เล่ห์รักเกมมายา,ธัณย์สิตา,134.10 บาท
11117,บ่วงรักพิศวาสร้อน,พิศตะวัน,238.50 บาท
11118,หวานรักมาเฟีย (g),เบลินญา,225.00 บาท
11119,สุดสายหมอก,มะลิ,252.00 บาท
11120,มนต์รักแดนทะเลทราย,กานจ์แก้ว,89.10 บาท
11121,โองการปรารถนา ซีรีย์เล่ห์รักเทพบุตรซาตาน,Lalanda / สุธาสินี,256.50 บาท
11122,กระดังงาซ่อนกลิ่น,ปรุงจันทร์,256.50 บาท
11123,อุบายเสน่หา(159.-),สุพรรณิการ์,143.10 บาท
11124,เงาลวงบ่วงราคี,ขวัญข้าว,89.10 บาท
11125,ยุทธการร้ายร้อยมายา,จอแก้ว,292.50 บาท
11126,เจ้าดอกเดหลี,พราวดาว,175.50 บาท
11127,โสเภณีขัดดอก (99.-),อชินี,89.10 บาท
11128,โชคชะตาพาให้รัก,พรีน,247.50 บาท
11129,รอยรักอสูร (99.-),ธีรสา,89.10 บาท
11130,รักสามฤดู,ลัลน์ชนา,166.50 บาท
11131,นิทานจันทรา มนตรารัตติกาล,มุกเรียง,207.00 บาท
11132,ในกรงเพลิง,ปุณณารมย์,268.20 บาท
11133,จอมใจซาตาน,กลิ่นเอื้อง,224.10 บาท
11134,สะดุดเล่ห์เสน่ห์รัก (ล.1-2),รัตนรัตน์,387.00 บาท
11135,ทาสรักชีค(149.-),ร้อยจันทร์,134.10 บาท
11136,นางร้ายยอดรัก,ธัณปัณณ์,197.10 บาท
11137,ภรรยาทาสจอมทมิฬชุด พยศรักนางนกต่อ(99.-),รวิอร,89.10 บาท
11138,พ่ายใจรัก,ฐิญาดา,252.00 บาท
11139,สามีหัวใจเถื่อน,คีตะธารา,238.50 บาท
11140,วิวาห์ร้ายวิวาทรัก,รัตนาเพทาย,178.20 บาท
11141,ครองใจเจ้าทะเลทราย,Donna Young,188.10 บาท
11142,เหยี่ยวข่าวสาวจารชน,Pamela Clare,260.10 บาท
11143,เสน่ห์พยัคฆ์สาว(Deliciously Dangerous),Karen Anders,170.10 บาท
11144,นางบำเรอพรหมจรรย์,Sara Craven,179.10 บาท
11145,เทพบุตรอูพายร์,Emma Holly,242.10 บาท
11146,จุมพิตสะกิดรัก,เพชรชมพู,143.10 บาท
11147,หย่อนกฎนี้...เพื่อที่รัก,Susan Anderson,251.10 บาท
11148,บัลลังก์รักอหังการ,Melanie Milburne,170.10 บาท
11149,มหาเศรษฐีจองรัก,Helen Brooks,152.10 บาท
11150,ปราบหัวใจมหาเศรษฐี,Ann Major (แอน เมเยอร์),143.10 บาท
11151,ชีคทะเลทรายเจ้าหัวใจ,barbara Mcmahon,152.10 บาท
11152,เสน่ห์แม่มดสาว,Katherine Garbera,152.10 บาท
11153,ยอดชายหัวใจเหล็กกล้า,Brenda Jackson,215.10 บาท
11154,พนันเจ้าสาว เดิมพันหัวใจ,bronwyn jameson,170.10 บาท
11155,เขาคนนี้...ที่รอคอย,Kristan Higgins,278.10 บาท
11156,สาวอันตรายร้ายรัก,Bonnie Edwards,179.10 บาท
11157,เสน่ห์นางแบบ,เกษวดี,143.10 บาท
11158,เจ้าสาวอสูร,Helen Bianchin,152.10 บาท
11159,เชลยรักเจ้าชายกรีก,Marion Lennox,188.10 บาท
11160,สิเน่หาสู่อนาคต,Angela Knight,215.10 บาท
11161,แม่บ้านจุ้นหุ่นนางแบบ,ปิยะฉัตร,125.10 บาท
11162,หน้ากากเสน่หา,Damn MacTavish,260.10 บาท
11163,ทะเลทรายพิศวาส,กองบรรณาธิการ,161.10 บาท
11164,เกมลวงรัก,พราวดาว,247.50 บาท
11165,พันธนาการหัวใจ,มัลลิกา,288.00 บาท
11166,ภารกิจรักสื่อใจยัยตัวแสบ,Eigen,71.10 บาท
11167,ความแค้นแห่งรัก,Falling Rain,126.00 บาท
11168,ทะเลทรายพ่ายรัก,เอวิตา,90.00 บาท
11169,พันธนาการหัวใจ,ละอองดาว,202.50 บาท
11170,ยอดเสน่หา,ภัทร,238.50 บาท
11171,เล่ห์รักเกมลวง,ปานตะวัน,216.00 บาท
11172,ใต้เงากามเทพ,จุฬาวดี,207.00 บาท
11173,เพลิงสีน้ำผึ้ง,ทองหลาง,197.10 บาท
11174,เชลยรักซาตาน,พิชญ์ตะวัน,162.00 บาท
11175,เกินห้ามใจ ล.1-2,Shayna,337.50 บาท
11176,สุดสายรุ้ง,คีตาญชลี,243.00 บาท
11177,หนี้รักใยเสน่หา,ปานไพลิน,220.50 บาท
11178,จอมใจแดนเถื่อน,อักษรา,288.00 บาท
11179,บัลลังก์รักซาตาน,เพลงดาว,268.20 บาท
11180,เริงระบำเม็ดทราย,เทียนหอม,252.00 บาท
11181,สัญญาพันธนาการ,อินทุภา,143.10 บาท
11182,กุหลาบจำแลง,โมรัณ,162.00 บาท
11183,เล่ห์รัก...กลหัวใจ,นุตประวีณ์,288.00 บาท
